item_id:token,title:token,sales_type:token,sales_rank:float,categories:token_seq,price:float,brand:token,interaction_count,pop_score,popularity_label
6648,"EltaMD SPF 47 UV Pure Broad-Spectrum Sunscreen, 4 Fluid Ounce",Health & Personal Care,92646.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports'",18.26,EltaMD,22,3.898167807973419e-06,-1
8277,"L'Oreal Paris Youth Code Foaming Gel Cleanser, 8.0 Fluid Ounce",Beauty,24355.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",2.4,L&#39;Oreal Paris,21,3.720978362156445e-06,-1
3049,Smashbox Cosmetics SmashBox Cosmetics Photo Op Under Eye Brightener,Beauty,166166.0,"'Beauty', 'Makeup', 'Eyes', 'Eye Shadow'",21.79,Smashbox,21,3.720978362156445e-06,-1
3089,"The Body Shop Shower Gel, Satsuma, 8.4 Fluid Ounce",Beauty,23755.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Body Washes'",11.69,,21,3.720978362156445e-06,-1
7416,Biore Sarasara Uv Aqua Rich Waterly Essence Sunscreen 50g Spf50+ Pa+++ for Face and Body,Home &amp; Kitchen,498715.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports'",10.53,Biore,21,3.720978362156445e-06,-1
5163,L'Oreal Paris Colorist Secrets Shine Gloss Hair Treatment,Beauty,307764.0,"'Beauty', 'Hair Care', 'Hair Color', 'Color Refreshers'",,,21,3.720978362156445e-06,-1
1269,Curve Soul By Liz Claiborne For Women. Eau De Parfum Spray 3.4 oz,Beauty,885.0,"'Beauty', 'Fragrance', ""Women's"", 'Eau de Parfum'",12.42,Liz Claiborne,21,3.720978362156445e-06,-1
4493,No-ad Spf#30 Sunscreen Lotion 16oz,Health & Personal Care,206072.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports'",10.28,No-Ad,21,3.720978362156445e-06,-1
5151,"L'Oreal Paris Age Perfect Hydra-Nutrition Moisturizer, 1.7-Fluid Ounce",Beauty,16165.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Fluids'",6.86,L&#39;Oreal Paris,21,3.720978362156445e-06,-1
3805,Dove Damage Therapy Intensive Repair Conditioner 25.4 Ounce (Pack of 2),Beauty,175750.0,"'Beauty', 'Hair Care', 'Conditioners'",19.78,Dove,21,3.720978362156445e-06,-1
5784,Prtty Peaushun Skin Tight Body Lotion-Dark-8 oz,Beauty,94004.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",30.5,Prtty Peaushun,21,3.720978362156445e-06,-1
5835,Wide Awake Pink Concealer Brightener for Under Eye Dark Circles - All Natural - Cult Favorite,Clothing,286317.0,"'Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers'",16.0,,21,3.720978362156445e-06,-1
5230,Miss Jessie's Deluxe Value Pack,Beauty,56914.0,"'Beauty', 'Skin Care', 'Sets & Kits'",50.05,Miss Jessie&#39;s,21,3.720978362156445e-06,-1
3114,"Curel Fragrance Free Lotion, 20 ounce",Beauty,145827.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",9.6,Curel,21,3.720978362156445e-06,-1
3504,"Obagi System Professional-C  10% Vitamin C Serum, 1-Ounce Bottle (30ml)",Beauty,2249.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers'",33.6,Obagi Medical,21,3.720978362156445e-06,-1
5907,"Mistral Men's Soap, Sandalwood Bamboo, 250 Grams",Beauty,167828.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",12.22,Mistral,21,3.720978362156445e-06,-1
5896,Morning Glory Gro-protect Solution 8oz (Blackberry),Beauty,680067.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",18.99,Morning Glory,21,3.720978362156445e-06,-1
6405,"Pantene Pro-V Restore Beautiful Lengths Shine Enhance Shampoo, 8.5-Ounce (Pack of 3)",Beauty,112896.0,"'Beauty', 'Hair Care', 'Shampoos'",24.88,Pantene,21,3.720978362156445e-06,-1
5311,BH Cosmetics 88 Color Shimmer Palette,Beauty,198960.0,"'Beauty', 'Makeup', 'Makeup Palettes'",19.99,,21,3.720978362156445e-06,-1
8126,Victoria's Secret Love Spell 6.7 oz Ultra-Moisturizing Hand and Body Cream,Beauty,335000.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",6.99,Victoria&#39;s Secret,21,3.720978362156445e-06,-1
7810,"L'Oreal Paris Double Extend Eye Illuminator Eyeliner, Black Crystal, 0.048 Ounces",Beauty,59668.0,"'Beauty', 'Makeup', 'Eyes', 'Eyeliner'",5.0,L&#39;Oreal Paris,21,3.720978362156445e-06,-1
7501,Sensationnel Synthetic Hair Empress Lace Front Wig- Giselle Color 2,Beauty,40864.0,"'Beauty', 'Hair Care', 'Styling Products', 'Hair Extensions & Wigs', 'Hair Extensions'",27.99,Sensationnel,21,3.720978362156445e-06,-1
6888,John Frieda Radiant Red Color Magnifying Daily Conditioner,Health & Personal Care,50308.0,"'Beauty', 'Hair Care', 'Conditioners'",7.59,John Frieda,21,3.720978362156445e-06,-1
7396,Henna Maiden VIBRANT WINE RED Hair &amp; Eyebrow Color: 100% Natural &amp; Chemical Free,Beauty,239306.0,"'Beauty', 'Hair Care', 'Hair Color', 'Hennas'",12.95,,21,3.720978362156445e-06,-1
5249,"NYX Auto Eyebrow Pencil, Black",Beauty,104210.0,"'Beauty', 'Makeup', 'Eyes', 'Eyebrow Color'",4.49,NYX,21,3.720978362156445e-06,-1
7418,Pearl Enterprises M.T. ROLLER .5mm Micro Needle Roller Skin Care Therapy Dermatology System (Dermaroller),Pet Supplies,97639.0,"'Beauty', 'Skin Care', 'Face'",12.98,,21,3.720978362156445e-06,-1
351,My Spots Are Consealed Light Color,Beauty,454485.0,"'Beauty', 'Makeup', 'Eyes', 'Eye Shadow'",9.59,My Spots Are Consealed,21,3.720978362156445e-06,-1
5331,"Bdellium Tools Studio Line Crease Brush, Yellow",Beauty,114579.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",9.24,,21,3.720978362156445e-06,-1
5314,"DS Laboratories Revita Hair Stimulating Shampoo, 290-gram Bottle",Beauty,48106.0,"'Beauty', 'Hair Care', 'Shampoos'",11.36,DS Laboratories,21,3.720978362156445e-06,-1
4524,"Jergens Natural Glow Firming Moisturizer, Fair to Medium Skin Tones 7.5 Ounces",Beauty,274392.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers'",7.29,Jergens,21,3.720978362156445e-06,-1
4526,"NYX Cosmetics Concealer Jar, Lavender, 0.21 Ounce",Beauty,355648.0,"'Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers'",4.0,NYX,21,3.720978362156445e-06,-1
7699,"Burt's Bees Aloe &amp; Buttermilk Body Lotion, 12 Fluid Ounces",Beauty,390552.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",8.29,Burt&#39;s Bees,21,3.720978362156445e-06,-1
3092,Paul Mitchell #413 Sculpting Hair Brush Geat for Gifts,Beauty,330982.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Brushes'",5.75,Paul Mitchell,21,3.720978362156445e-06,-1
8687,"vbeaut&eacute; Buying Time Everyday Cr&egrave;me, 1.7 Ounce",Beauty,145448.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions'",53.0,vbeaut&eacute;,21,3.720978362156445e-06,-1
6760,African Pride Olive Miracle Growth Oil,Health & Personal Care,52535.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",7.79,African Pride,21,3.720978362156445e-06,-1
3597,"L'Oreal Paris Infallible Advanced Never Fail Makeup, Creamy Natural, 1.0 Ounces",Beauty,57624.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",19.85,L&#39;Oreal Paris,21,3.720978362156445e-06,-1
6325,Remington S5500 Digital Anti Static 1 Inch Ceramic Hair Straightener,Beauty,278544.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Irons', 'Flattening Irons'",14.89,Remington,21,3.720978362156445e-06,-1
6284,"Likas Papaya Soap 4 Bars Great for Acne, Blemishes, Whitening Herbal Soap",Health & Personal Care,166357.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",15.25,Likas,21,3.720978362156445e-06,-1
7126,"SHANY Acrylic Nail Brush Sets with Pouch, 5 Ounce",Beauty,12081.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Sets & Kits'",14.7,SHANY Cosmetics,21,3.720978362156445e-06,-1
5408,Hype Hair by Conair Ultra-Hot 3/4 Inch Curling Iron,Beauty,544760.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Irons', 'Curling Irons'",13.49,Conair,21,3.720978362156445e-06,-1
5375,"CoverGirl Clean Oil Control Pressed Powder, Classic Ivory (W) 510, 0.35-Ounce Pan (Pack of 2)",Beauty,67228.0,"'Beauty', 'Makeup', 'Face', 'Powder'",19.99,COVERGIRL,21,3.720978362156445e-06,-1
7911,Remington S6600 Ultimate Styling Ceramic Hair Straightener,Beauty,152098.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Irons', 'Flattening Irons'",19.49,Remington,21,3.720978362156445e-06,-1
3768,"Cetaphil Gentle Skin Cleanser, For all skin types, 16-Ounce Bottles (Pack of 2)",Beauty,391109.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers', 'Washes'",26.8,Cetaphil,21,3.720978362156445e-06,-1
2037,Konad Nail Art Stamping Polish - White,Beauty,63488.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",6.89,KONAD Nail Art,21,3.720978362156445e-06,-1
5352,Konad Special Polish Prencess Psyche Pink,Beauty,578187.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",10.0,,21,3.720978362156445e-06,-1
5791,Shea Moisture Coconut &amp; Hibiscus Curl &amp; Style Milk 8Oz,Health & Personal Care,100249.0,"'Beauty', 'Hair Care', 'Styling Products'",12.6,Shea Moisture,21,3.720978362156445e-06,-1
5797,Hydrating Hyaluronic Acid + Matrixyl + Algae Eye Cream 0.5 oz.,Beauty,24709.0,"'Beauty', 'Skin Care', 'Eyes', 'Creams'",19.95,,21,3.720978362156445e-06,-1
1818,Manic Panic 4oz Semi-Permanent Ultra Violet Hair Dye Purple,Beauty,93776.0,"'Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes'",8.97,Manic Panic,21,3.720978362156445e-06,-1
5397,"Nature's Baby Organics Conditioner &amp; Detangler, Vanilla Tangerine, 16-Ounce Bottles (Pack of 2)",Beauty,20272.0,"'Beauty', 'Hair Care', 'Conditioners'",23.98,,21,3.720978362156445e-06,-1
3611,"Premier Dead Sea Ageless Future Cell-Renewal Cream, All Skin Types, 2.04Fl.oz",Toys & Games,845645.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",41.0,Dead Sea Premier,21,3.720978362156445e-06,-1
7882,Etude House Missing U Hand Cream #3 Panda Story 30 ml,Beauty,93081.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Hand Creams & Lotions'",1.73,Etude House,21,3.720978362156445e-06,-1
8059,Gelish pH Bond,Beauty,430146.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'False Nails'",5.32,Gelish,21,3.720978362156445e-06,-1
5777,Touch Back by Colormark Temporary Hair Color Marker Rich Black,Beauty,16832.0,"'Beauty', 'Hair Care', 'Hair Color', 'Chemical Hair Dyes'",26.95,ColorMark,21,3.720978362156445e-06,-1
6798,Tickled Pink AirbrushTM Makeup Compressor Kit with Light Shades Foundation Makeup,Beauty,5914.0,"'Beauty', 'Makeup', 'Body', 'Body Paint'",159.95,,21,3.720978362156445e-06,-1
6993,"L'Oreal Paris Double Extend Concentrated Lash Boosting Serum, 0.18 Ounces",Beauty,69023.0,"'Beauty', 'Makeup', 'Eyes', 'Mascara'",4.99,L&#39;Oreal Paris,21,3.720978362156445e-06,-1
7056,Red Cherry #138 False Eyelashes (Pack of 6 Pairs),Beauty,11163.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Eyelash Tools', 'Fake Eyelashes & Adhesives'",9.89,Red Cherry,21,3.720978362156445e-06,-1
7197,"Got2b Rockin' It Encore Fresh Dry Shampoo, 4.3-Ounce",Industrial & Scientific,376011.0,"'Beauty', 'Hair Care', 'Shampoos'",3.71,Got2b,21,3.720978362156445e-06,-1
4557,"It's A 10 Miracle Moisture Shampoo, 10-Ounce Bottle",Beauty,88703.0,"'Beauty', 'Hair Care', 'Shampoos'",7.99,Its a 10,21,3.720978362156445e-06,-1
4554,"J.R. Liggett Bar Shampoo, Jojoba and Peppermint, 3.5 Ounce",Beauty,3645.0,"'Beauty', 'Bath & Body', 'Cleansers', 'Soaps'",6.92,J.R. Liggett,21,3.720978362156445e-06,-1
7086,"Aveeno Smart Essentials Anti-Fatigue Eye Treatment, 0.27 Ounce",Beauty,27968.0,"'Beauty', 'Skin Care', 'Eyes', 'Creams'",21.19,Aveeno,21,3.720978362156445e-06,-1
7089,"MY MANICURIST MAXIM Nail Drill Grinder PRO Powerful Electric Nail File w/ Bits Acrylics Gels, complete. Manicuring, pedicuring, or removal of calluses. Dremel bits compatible",Beauty,439620.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Dryers'",36.99,,21,3.720978362156445e-06,-1
7098,"Suave Professionals Mousse, Volumizing, 7-Ounce",Beauty,169471.0,"'Beauty', 'Hair Care', 'Styling Products', 'Mousses & Foams'",3.49,Suave,21,3.720978362156445e-06,-1
7049,"Banana Boat Kids SPF 50 Family Size Sunscreen Lotion, 12-Fluid Ounce",Beauty,285775.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports'",9.49,Banana Boat,21,3.720978362156445e-06,-1
5422,The Wizard of Ohh Ahhz Retuns 6 Pieces / China Glaze / Nail Polish / Laquer / Enamel,Beauty,411782.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",25.0,,21,3.720978362156445e-06,-1
4204,"Nivea Touch Of Harmony Cream Oil Body Wash, Shea Butter &amp; Vanilla Blossom Scent, 16.9-Ounce Bottles (Pack of 3)",Beauty,165625.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Body Butter'",19.44,Nivea,21,3.720978362156445e-06,-1
6046,Mary Kay Mineral Powder Foundation Beige 2,Beauty,58773.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",8.4,Mary Kay,21,3.720978362156445e-06,-1
1495,Africa's Best Herbal Oil 12 Oz.,Beauty,493444.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",3.5,Africa&#39;s Best,21,3.720978362156445e-06,-1
6806,"Maybelline New York Superstay 24, 2-step Lipcolor, Everlasting Wine 005",Beauty,27077.0,"'Beauty', 'Makeup', 'Lips', 'Lipstick'",5.33,Maybelline,21,3.720978362156445e-06,-1
4180,Smashbox Cosmetics Smashbox Cosmetics Halo Hydrating Powder,Beauty,708717.0,"'Beauty', 'Makeup', 'Face', 'Powder'",46.99,Smashbox,21,3.720978362156445e-06,-1
6130,Urban Decay De-Slick Oil-Control Makeup Setting Spray 4 oz,Beauty,7049.0,"'Beauty', 'Makeup', 'Face', 'Foundation'",,,21,3.720978362156445e-06,-1
7805,"Maybelline New York Instant Age Rewind Eraser Dark Circles Treatment Concealer, Brightener 60, 0.2-fluid Ounce",Health & Personal Care,87657.0,"'Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers'",18.41,,21,3.720978362156445e-06,-1
5532,L.A. Colors Moisture Lipstick 136 Black Velvet,Beauty,95154.0,"'Beauty', 'Makeup', 'Lips', 'Lipstick'",3.65,L.A. Colors,21,3.720978362156445e-06,-1
4070,Konad Nail Art Stamping Polish - Red,Beauty,254251.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",4.89,KONAD Nail Art,21,3.720978362156445e-06,-1
3088,"Alba Botanica Very Emollient Sunless Tanner, 4 Ounce Tube",Health & Personal Care,149493.0,"'Beauty', 'Skin Care', 'Sun', 'Self-Tanners & Bronzers'",9.18,Alba,21,3.720978362156445e-06,-1
6681,Schwarzkopf BC Bonacure Color Save Silver Shampoo for Grey &amp; Pre-Lightened Hair 250ml/8.5oz,Health & Personal Care,194778.0,"'Beauty', 'Hair Care', 'Hair Loss Products', 'Conditioners'",18.3,Schwarzkopf,21,3.720978362156445e-06,-1
5075,Kerastase Paris Chroma Thermique - 150ml,Beauty,163876.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",30.19,Kerastase,21,3.720978362156445e-06,-1
5509,Fekkai Technician Color Care 3-Minute Hair Mask 7 Oz,Health & Personal Care,244352.0,"'Beauty', 'Hair Care'",39.97,Fekkai,21,3.720978362156445e-06,-1
4574,African FILTERED Shea Butter Cream 16 Oz. (100% Pure &amp; Raw) Pack of 3,Health & Personal Care,589205.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Body Butter'",25.0,,21,3.720978362156445e-06,-1
4579,Nautica Classic for Men by Nautica 3.4 oz 100ml EDT Spray,Beauty,3245.0,"'Beauty', 'Fragrance', ""Men's"", 'Eau de Toilette'",12.0,Nautica,21,3.720978362156445e-06,-1
8499,Sigma F50 - Duo Fibre,Health & Personal Care,49317.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",26.0,Sigma Beauty,21,3.720978362156445e-06,-1
7954,"Palmer's Cocoa Butter Formula Daily Facial Lotion, 3.38 Ounce",Beauty,165897.0,"'Beauty', 'Skin Care', 'Body', 'Moisturizers', 'Lotions'",9.95,Palmer&#39;s,21,3.720978362156445e-06,-1
7247,Travel Smart Travel Bottle Set,Health & Personal Care,181034.0,"'Beauty', 'Tools & Accessories', 'Bags & Cases', 'Travel Cases & Holders'",10.53,Travel Smart,21,3.720978362156445e-06,-1
4873,"Burt's Bees Toner, Garden Tomato, 8-Ounce Bottle",Beauty,740.0,"'Beauty', 'Skin Care', 'Face', 'Toners & Astringents'",14.89,Burt&#39;s Bees,21,3.720978362156445e-06,-1
4801,"SkinCeuticals Gentle Mild Cream Cleanser for Sensitive Skin, 8-Ounce Pump",Beauty,4250.0,"'Beauty', 'Skin Care', 'Face', 'Cleansers'",29.79,SkinCeuticals,21,3.720978362156445e-06,-1
4736,Rockland Luggage 19 Inch Tote Bag,Beauty,79563.0,"'Beauty', 'Tools & Accessories', 'Bags & Cases', 'Tote Bags'",17.99,Rockland,21,3.720978362156445e-06,-1
8305,"Goody Ouchless Pillow Pack Black Elastics, 4mm, 70 Count",Beauty,29336.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Styling Accessories', 'Ponytail Holders'",9.43,Goody Ouchless,21,3.720978362156445e-06,-1
7852,Babyface Massive Hydration Hyaluronic Acid Serum with Vitamin C &amp; Matrixyl 3000 .6 oz. / 18 ml.,Beauty,57053.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks'",14.97,,21,3.720978362156445e-06,-1
6569,"Garnier Ultra-Lift Anti-Wrinkle Firming Moisturizer SPF 15, 1.60 Fluid Ounce",Beauty,99687.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions'",9.95,Garnier,21,3.720978362156445e-06,-1
4867,"Burt's Bees Carrot Nutritive Day Cr&egrave;me, 2 Fluid Ounces",Beauty,2963.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Day Creams'",14.99,Burt&#39;s Bees,21,3.720978362156445e-06,-1
7599,Urban Decay Eyeshadow Primer Potion Tube - Eden,Beauty,746420.0,"'Beauty', 'Makeup', 'Eyes', 'Eye Shadow'",,,21,3.720978362156445e-06,-1
8698,"SHANY Cosmetics NY Collection Pro Brush Kit, 13 Ounce (22 Piece Mix Natural and Synthetic with Burgundy Faux Crocodile Case)",Beauty,44342.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",45.43,SHANY Cosmetics,21,3.720978362156445e-06,-1
5915,Claudia Stevens Eye Prep Lid Primer,Beauty,101296.0,"'Beauty', 'Makeup', 'Eyes', 'Concealer & Base'",5.49,,21,3.720978362156445e-06,-1
8180,5 pcs Plastic Double Ended Dotting And Marbling Nail Art Tools Set,Beauty,106396.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Sets & Kits'",2.38,Miss Pink Cat,21,3.720978362156445e-06,-1
5597,Vermont Soap Organics - Unscented Foaming Hand Soap 7oz Pump,Beauty,593368.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Hand Soaps'",7.75,Vermont Soap,21,3.720978362156445e-06,-1
5624,"John Frieda Frizz Ease Dream Curls Shampoo, 10 Ounce",Beauty,7367.0,"'Beauty', 'Hair Care', 'Shampoos'",15.95,John Frieda,21,3.720978362156445e-06,-1
6135,Earth Therapeutics Aloe Moisture Gloves Pink,Health & Personal Care,108133.0,"'Beauty', 'Skin Care', 'Hands & Nails', 'Moisturizing Gloves'",8.87,Earth Therapeutics,21,3.720978362156445e-06,-1
7544,"T3 Micro Luminous Flat Iron, Black, 1&quot;",Beauty,342271.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Irons', 'Flattening Irons'",53.75,T3,21,3.720978362156445e-06,-1
6482,Harmony Gelish Uv Soak Off Gel Polish Deep Sea (0.5 Oz),Beauty,18773.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",11.32,Gelish,21,3.720978362156445e-06,-1
7016,"SHANY Cosmetics Carry All Train Case with Makeup and Reusable Aluminum Case, Cameo",Beauty,89468.0,"'Beauty', 'Makeup', 'Makeup Sets'",39.99,SHANY Cosmetics,21,3.720978362156445e-06,-1
7036,Going Gaga,Beauty,67891.0,"'Beauty', 'Skin Care', 'Sun', 'Tanning Oils'",13.02,Australian Gold,21,3.720978362156445e-06,-1
7471,"Yes To Tomatoes Clear Skin Deep Pore Scrub, 4 Ounce",Beauty,41902.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Salicylic Acid'",9.49,Yes To,21,3.720978362156445e-06,-1
8368,"Red Carpet Manicure Gel Polish, Nervous with Anticipation, 0.3 Fluid Ounce",Health & Personal Care,100952.0,"'Beauty', 'Makeup', 'Nails', 'Nail Polish'",4.91,Red Carpet,21,3.720978362156445e-06,-1
8363,LA Colors Jumbo Eye Shadow Eye Liner Pencil 24 Colors with Free 2 in 1 Pencil Sharpener,Beauty,234799.0,"'Beauty', 'Makeup', 'Eyes', 'Eyeliner'",25.98,LA Colors,21,3.720978362156445e-06,-1
8494,Sigma F20 - Large Powder,Health & Personal Care,700226.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",25.36,Sigma Beauty,21,3.720978362156445e-06,-1
8495,Sigma F25 - Tapered Face,Beauty,190781.0,"'Beauty', 'Tools & Accessories', 'Makeup Brushes & Tools', 'Brushes & Applicators'",26.85,Sigma Beauty,21,3.720978362156445e-06,-1
5607,Avani Dead Sea Mineral Enriched Moisturizing Cream - For Normal to Dry Skin,Beauty,83141.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers', 'Fluids & Lotions', 'Lotions'",14.53,Avani,21,3.720978362156445e-06,-1
5664,Salmon Dark Circle Concealer Cream #2 Made in Korea,Beauty,616336.0,"'Beauty', 'Skin Care', 'Eyes', 'Dark Circle Treatments'",5.86,Skin Food,21,3.720978362156445e-06,-1
7988,Caboki Hair Loss Concealer - Black (75-day Supply),Beauty,14771.0,"'Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers'",39.95,,21,3.720978362156445e-06,-1
3643,"Nature's Gate Tea Tree Calming Shampoo for Irritated, Flaky Scalp, 18-Ounce Bottles (Pack of 3)",Beauty,207632.0,"'Beauty', 'Hair Care', 'Shampoos'",17.28,Nature&#39;s Gate,21,3.720978362156445e-06,-1
6848,WEN Pomegranate Cleansing Conditioner 6 Oz.,Beauty,225337.0,"'Beauty', 'Hair Care', 'Conditioners'",19.95,WEN&reg; by Chaz Dean,21,3.720978362156445e-06,-1
5605,Avani Dead Sea Timeless Advanced Micro-capsule Serum Net. 1 FL. OZ.,Beauty,63518.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks'",13.0,Avani,21,3.720978362156445e-06,-1
3194,"Got2b Smooth Operator Smoothing Hairspray, 9.2 Ounce",Beauty,74922.0,"'Beauty', 'Hair Care', 'Styling Products', 'Hair Sprays'",5.44,Got2b,21,3.720978362156445e-06,-1
5658,"Enjoy Intensive Hair and Skin Treatment Oil, 3.4 Ounce",Beauty,79320.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",,,21,3.720978362156445e-06,-1
2371,Scalpmaster 8&quot; Nano Rat Tail Comb,Beauty,32161.0,"'Beauty', 'Hair Care', 'Styling Tools', 'Combs'",3.92,Scalpmaster,21,3.720978362156445e-06,-1
3458,Avon ANEW CLINICAL Advanced Retexturizing Peel,Beauty,251115.0,"'Beauty', 'Skin Care', 'Face', 'Treatments & Masks', 'Acids & Peels', 'Glycolic Acid'",14.34,Avon Anew Clinical Advanced Retexturizing Peel,21,3.720978362156445e-06,-1
7192,"Coppertone Oil Free Sunscreen Lotion, SPF 30, 8-Ounce Bottles",Beauty,60331.0,"'Beauty', 'Skin Care', 'Sun', 'Skin Protection', 'Sports'",5.39,Coppertone,21,3.720978362156445e-06,-1
6906,WEN&reg; Sweet Almond Mint Cleansing Conditioner 16oz,Beauty,219567.0,"'Beauty', 'Hair Care', 'Conditioners'",30.0,WEN&reg; by Chaz Dean,20,3.5437889163394716e-06,-1
5951,"Coastal Scents 28 Color Eyeshadow Palette, Neutral",Beauty,268554.0,"'Beauty', 'Makeup', 'Makeup Sets'",15.99,Coastal Scents,20,3.5437889163394716e-06,-1
5950,2010 Designer Skin Luminary for Face Firming Bronzer Facial Tanning Lotion 3.6 oz.,Beauty,92669.0,"'Beauty', 'Skin Care', 'Sun', 'Self-Tanners & Bronzers'",16.98,Designer Skin,20,3.5437889163394716e-06,-1
3201,Quantum Riveting Reds Color Replenishing Shampoo 10.2 oz.,Health & Personal Care,156061.0,"'Beauty', 'Hair Care', 'Shampoos'",9.4,Quantum,20,3.5437889163394716e-06,-1
5917,"Gratiae Organics Facial Cleansing Toner, 6.8 Ounce",Beauty,603284.0,"'Beauty', 'Skin Care', 'Face', 'Toners & Astringents'",28.75,Gratiae Organics,20,3.5437889163394716e-06,-1
6702,100 Percent Pure Luminous Primer 1 oz.,Health & Personal Care,230111.0,"'Beauty', 'Skin Care', 'Face', 'Creams & Moisturizers'",26.03,100 Percent Pure,20,3.5437889163394716e-06,-1
7181,SKINFOOD Salmon Darkcircle Concealer Cream #1 Blooming Light Beige (Whitening Care) 10g,Beauty,78295.0,"'Beauty', 'Makeup', 'Face', 'Concealers & Neutralizers'",9.3,Skin Food,20,3.5437889163394716e-06,-1
8454,Pro Gold Small Carbide File. Small Barrel. Coarse Bit. Fits 3/32&quot;,Health & Personal Care,760177.0,"'Beauty', 'Tools & Accessories', 'Nail Tools', 'Nail Files & Buffers'",8.75,Beauticom,20,3.5437889163394716e-06,-1
6936,"Coastal Scents Think Pink Palette, 8.5-Ounce",Health & Personal Care,250158.0,"'Beauty', 'Makeup', 'Makeup Palettes'",18.88,Coastal Scents,20,3.5437889163394716e-06,-1
8290,"L'Oreal Paris EverCreme Sulfate-Free Moisture System Nourishing Leave-In Spray, 8.5 Fluid Ounce",Beauty,13429.0,"'Beauty', 'Hair Care', 'Hair & Scalp Treatments'",9.0,L&#39;Oreal Paris,20,3.5437889163394716e-06,-1
